title,start,end,assignedDoctors,assignedNurses,shift,description,createdBy,rating
Night Shift - 2025-05-23,2025-05-23T00:00:00,2025-05-23T08:00:00,67ff7abe42fc75d02c9372ed,681e6946d464b5ea6ad94266|681a5a6090422788183176f6|681e69a9d464b5ea6ad9427c,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.37
Night Shift - 2025-05-04,2025-05-04T00:00:00,2025-05-04T08:00:00,681a57199042278818317694|67f4546589b1fc291c613160,681e695dd464b5ea6ad9426c|681e6930d464b5ea6ad94260|681e6907d464b5ea6ad94241,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.85
Night Shift - 2025-05-25,2025-05-25T00:00:00,2025-05-25T08:00:00,681a517490a1818ffb8fd392,681e6930d464b5ea6ad94260|681e695dd464b5ea6ad9426c|681e68b5d464b5ea6ad9422d,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.7
Night Shift - 2025-05-16,2025-05-16T00:00:00,2025-05-16T08:00:00,681a57e490422788183176b8|681a512190a1818ffb8fd382,681e6930d464b5ea6ad94260|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.44
Night Shift - 2025-05-22,2025-05-22T00:00:00,2025-05-22T08:00:00,681a512190a1818ffb8fd382,681a590590422788183176dc|681e6907d464b5ea6ad94241,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.26
Evening Shift - 2025-05-19,2025-05-19T16:00:00,2025-05-20T00:00:00,681a512190a1818ffb8fd382|681a575690422788183176a0|67cf4b3435b8ba51b0af1282,681a590590422788183176dc|681a5ad29042278818317702|67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.3
Morning Shift - 2025-05-19,2025-05-19T08:00:00,2025-05-19T16:00:00,67ff7abe42fc75d02c9372ed|67cf4b3435b8ba51b0af1282,681a590590422788183176dc|681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.54
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,67cf4b3435b8ba51b0af1282|681a57199042278818317694|681a514390a1818ffb8fd388,681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.45
Evening Shift - 2025-05-13,2025-05-13T16:00:00,2025-05-14T00:00:00,681a8935d13b7e8433e574a1,681a5ad29042278818317702|681e6946d464b5ea6ad94266|681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.88
Morning Shift - 2025-05-08,2025-05-08T08:00:00,2025-05-08T16:00:00,681a8978d13b7e8433e574a9|681a57b690422788183176b2,67f4402f89b1fc291c612c97|681e69d3d464b5ea6ad9429b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.46
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,681a577590422788183176a6|681a8978d13b7e8433e574a9,681a5ad29042278818317702|67cf4b8235b8ba51b0af1285|67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.3
Evening Shift - 2025-05-23,2025-05-23T16:00:00,2025-05-24T00:00:00,681a579090422788183176aa|681a8978d13b7e8433e574a9,681e69d3d464b5ea6ad9429b|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.7
Morning Shift - 2025-05-10,2025-05-10T08:00:00,2025-05-10T16:00:00,681a58b990422788183176ce|67f43cf889b1fc291c612c53,681e6946d464b5ea6ad94266,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.99
Morning Shift - 2025-05-21,2025-05-21T08:00:00,2025-05-21T16:00:00,67f4546589b1fc291c613160|681a58cd90422788183176d4,67cf4b8235b8ba51b0af1285,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.15
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,681a57199042278818317694|681a575690422788183176a0,681e6930d464b5ea6ad94260|67ff8a6715b50eb09c14b762,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.85
Night Shift - 2025-05-02,2025-05-02T00:00:00,2025-05-02T08:00:00,681a524690a1818ffb8fd3a4,681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.8
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a512190a1818ffb8fd382,681e69d3d464b5ea6ad9429b,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.32
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,681a57b690422788183176b2|681a57199042278818317694|681a524690a1818ffb8fd3a4,681e6930d464b5ea6ad94260,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.15
Evening Shift - 2025-05-03,2025-05-03T16:00:00,2025-05-04T00:00:00,681a58cd90422788183176d4|681a517490a1818ffb8fd392|681a53599042278818317651,681e689ad464b5ea6ad94227|67f4402f89b1fc291c612c97|681e6994d464b5ea6ad94276,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.72
Evening Shift - 2025-05-04,2025-05-04T16:00:00,2025-05-05T00:00:00,67cf4b3435b8ba51b0af1282|681a56eb904227881831768e,681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.09
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,67f43ff589b1fc291c612c8b|681a57b690422788183176b2|681a58cd90422788183176d4,681e6930d464b5ea6ad94260|67f4402f89b1fc291c612c97|681e6946d464b5ea6ad94266,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.38
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,681a577590422788183176a6|681a8978d13b7e8433e574a9,681e6994d464b5ea6ad94276|681e69d3d464b5ea6ad9429b|681e6946d464b5ea6ad94266,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.85
Evening Shift - 2025-05-07,2025-05-07T16:00:00,2025-05-08T00:00:00,681a575690422788183176a0|681a514390a1818ffb8fd388|681a57fd90422788183176be,681e68cbd464b5ea6ad94233,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.72
Evening Shift - 2025-05-05,2025-05-05T16:00:00,2025-05-06T00:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53,681e69d3d464b5ea6ad9429b|67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.71
Evening Shift - 2025-05-04,2025-05-04T16:00:00,2025-05-05T00:00:00,681a58cd90422788183176d4,67f4402f89b1fc291c612c97|681e6907d464b5ea6ad94241,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.75
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,681a57199042278818317694,681e68edd464b5ea6ad9423b|681e6994d464b5ea6ad94276|681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.14
Evening Shift - 2025-05-26,2025-05-26T16:00:00,2025-05-27T00:00:00,681a514390a1818ffb8fd388|681a515d90a1818ffb8fd38e|67f43cf889b1fc291c612c53,681a590590422788183176dc,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.65
Evening Shift - 2025-05-01,2025-05-01T16:00:00,2025-05-02T00:00:00,681a58b990422788183176ce,67ff8a6715b50eb09c14b762,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.77
Morning Shift - 2025-05-27,2025-05-27T08:00:00,2025-05-27T16:00:00,681a577590422788183176a6|681a58cd90422788183176d4|681a514390a1818ffb8fd388,681e69a9d464b5ea6ad9427c|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.52
Night Shift - 2025-05-21,2025-05-21T00:00:00,2025-05-21T08:00:00,67f4546589b1fc291c613160,681e6930d464b5ea6ad94260,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.31
Night Shift - 2025-05-22,2025-05-22T00:00:00,2025-05-22T08:00:00,681a57e490422788183176b8|681a8935d13b7e8433e574a1|681a53599042278818317651,67cf4b8235b8ba51b0af1285|681e68b5d464b5ea6ad9422d,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.46
Night Shift - 2025-05-10,2025-05-10T00:00:00,2025-05-10T08:00:00,681a514390a1818ffb8fd388|67cf4b3435b8ba51b0af1282,681e689ad464b5ea6ad94227,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.97
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a524690a1818ffb8fd3a4,681e695dd464b5ea6ad9426c|681e68cbd464b5ea6ad94233,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.7
Morning Shift - 2025-05-27,2025-05-27T08:00:00,2025-05-27T16:00:00,681a53599042278818317651,681e697bd464b5ea6ad94272|67cf4b8235b8ba51b0af1285,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.19
Morning Shift - 2025-05-11,2025-05-11T08:00:00,2025-05-11T16:00:00,681a57199042278818317694,681e689ad464b5ea6ad94227|681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.13
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a524690a1818ffb8fd3a4|681a575690422788183176a0,681e695dd464b5ea6ad9426c|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.19
Evening Shift - 2025-05-16,2025-05-16T16:00:00,2025-05-17T00:00:00,67ff7abe42fc75d02c9372ed|681a8935d13b7e8433e574a1,681e6994d464b5ea6ad94276|681e689ad464b5ea6ad94227|67f4401489b1fc291c612c91,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.61
Evening Shift - 2025-05-09,2025-05-09T16:00:00,2025-05-10T00:00:00,681a58cd90422788183176d4,681a5ad29042278818317702|681e6994d464b5ea6ad94276,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.71
Night Shift - 2025-05-01,2025-05-01T00:00:00,2025-05-01T08:00:00,681a8935d13b7e8433e574a1|681a515d90a1818ffb8fd38e|681a57fd90422788183176be,67f4401489b1fc291c612c91|681e695dd464b5ea6ad9426c,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.43
Night Shift - 2025-05-26,2025-05-26T00:00:00,2025-05-26T08:00:00,67f43cf889b1fc291c612c53|681a577590422788183176a6|681a8978d13b7e8433e574a9,681e697bd464b5ea6ad94272|681e68cbd464b5ea6ad94233|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.63
Night Shift - 2025-05-04,2025-05-04T00:00:00,2025-05-04T08:00:00,67ff7abe42fc75d02c9372ed,681a590590422788183176dc,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.82
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,681a517490a1818ffb8fd392|681a579090422788183176aa,681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.61
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,681a514390a1818ffb8fd388|681a524690a1818ffb8fd3a4,67f4401489b1fc291c612c91,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.15
Morning Shift - 2025-05-05,2025-05-05T08:00:00,2025-05-05T16:00:00,67f43ff589b1fc291c612c8b|681a517490a1818ffb8fd392,681e68edd464b5ea6ad9423b,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.46
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a517490a1818ffb8fd392|681a57b690422788183176b2,681e689ad464b5ea6ad94227,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.03
Evening Shift - 2025-05-06,2025-05-06T16:00:00,2025-05-07T00:00:00,681a57199042278818317694|681a53599042278818317651|681a8935d13b7e8433e574a1,681e6907d464b5ea6ad94241|681a5ad29042278818317702|681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.29
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,681a577590422788183176a6|681a517490a1818ffb8fd392,681e68b5d464b5ea6ad9422d|67cf4b8235b8ba51b0af1285|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.6
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,681a524690a1818ffb8fd3a4|67cf4b3435b8ba51b0af1282|67f43ff589b1fc291c612c8b,67f4401489b1fc291c612c91,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.91
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,67cf4b3435b8ba51b0af1282|67f43cf889b1fc291c612c53|681a57199042278818317694,681e69a9d464b5ea6ad9427c|681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.68
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a57b690422788183176b2|681a515d90a1818ffb8fd38e|67f43cf889b1fc291c612c53,681a5ad29042278818317702|67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,3.21
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,681a57fd90422788183176be,681e697bd464b5ea6ad94272|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.88
Morning Shift - 2025-05-24,2025-05-24T08:00:00,2025-05-24T16:00:00,681a517490a1818ffb8fd392,681e68b5d464b5ea6ad9422d|681e6907d464b5ea6ad94241,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.56
Night Shift - 2025-05-27,2025-05-27T00:00:00,2025-05-27T08:00:00,67f4546589b1fc291c613160|681a56eb904227881831768e,67ff8a6715b50eb09c14b762|67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.94
Evening Shift - 2025-05-27,2025-05-27T16:00:00,2025-05-28T00:00:00,681a57fd90422788183176be,681e68b5d464b5ea6ad9422d,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.95
Morning Shift - 2025-05-19,2025-05-19T08:00:00,2025-05-19T16:00:00,681a579090422788183176aa,681e695dd464b5ea6ad9426c|681e6946d464b5ea6ad94266|681e68b5d464b5ea6ad9422d,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.48
Night Shift - 2025-05-10,2025-05-10T00:00:00,2025-05-10T08:00:00,681a524690a1818ffb8fd3a4,681e697bd464b5ea6ad94272|67ff7b8b42fc75d02c937309,Night,Auto-generated event for training,67c6383e777903bd129b7eef,3.22
Night Shift - 2025-05-15,2025-05-15T00:00:00,2025-05-15T08:00:00,681a512190a1818ffb8fd382,681e689ad464b5ea6ad94227,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.47
Morning Shift - 2025-05-24,2025-05-24T08:00:00,2025-05-24T16:00:00,681a517490a1818ffb8fd392|681a8978d13b7e8433e574a9|681a515d90a1818ffb8fd38e,681e6907d464b5ea6ad94241|681a5ad29042278818317702,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.47
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a524690a1818ffb8fd3a4|67cf4b3435b8ba51b0af1282|681a577590422788183176a6,67f4402f89b1fc291c612c97|681a5ad29042278818317702|67ff7b8b42fc75d02c937309,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.79
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,681a575690422788183176a0|67f43ff589b1fc291c612c8b|681a579090422788183176aa,681e68edd464b5ea6ad9423b|681e6994d464b5ea6ad94276,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.98
Morning Shift - 2025-05-17,2025-05-17T08:00:00,2025-05-17T16:00:00,681a57b690422788183176b2|681a57fd90422788183176be,67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.07
Night Shift - 2025-05-21,2025-05-21T00:00:00,2025-05-21T08:00:00,681a517490a1818ffb8fd392,681a5a6090422788183176f6|681a5ad29042278818317702|681e6994d464b5ea6ad94276,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.34
Morning Shift - 2025-05-18,2025-05-18T08:00:00,2025-05-18T16:00:00,681a8935d13b7e8433e574a1|681a512190a1818ffb8fd382|681a8978d13b7e8433e574a9,681e6907d464b5ea6ad94241|67f4402f89b1fc291c612c97,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,4.46
Night Shift - 2025-05-16,2025-05-16T00:00:00,2025-05-16T08:00:00,681a57199042278818317694,681e689ad464b5ea6ad94227|681a5a6090422788183176f6|67cf4b8235b8ba51b0af1285,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.79
Evening Shift - 2025-05-25,2025-05-25T16:00:00,2025-05-26T00:00:00,681a514390a1818ffb8fd388|681a58b990422788183176ce|681a57b690422788183176b2,67cf4b8235b8ba51b0af1285,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.49
Night Shift - 2025-05-17,2025-05-17T00:00:00,2025-05-17T08:00:00,681a58b990422788183176ce|67f43cf889b1fc291c612c53,681a590590422788183176dc|67f4401489b1fc291c612c91|681e689ad464b5ea6ad94227,Night,Auto-generated event for training,67c6383e777903bd129b7eef,4.42
Evening Shift - 2025-05-16,2025-05-16T16:00:00,2025-05-17T00:00:00,681a514390a1818ffb8fd388|67f43ff589b1fc291c612c8b|67f4546589b1fc291c613160,681e69d3d464b5ea6ad9429b,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.14
Morning Shift - 2025-05-27,2025-05-27T08:00:00,2025-05-27T16:00:00,67f4546589b1fc291c613160,67f4401489b1fc291c612c91|681e69d3d464b5ea6ad9429b|67ff8a6715b50eb09c14b762,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.36
Evening Shift - 2025-05-02,2025-05-02T16:00:00,2025-05-03T00:00:00,681a579090422788183176aa|681a57e490422788183176b8|681a58b990422788183176ce,67f4401489b1fc291c612c91|681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.74
Morning Shift - 2025-05-06,2025-05-06T08:00:00,2025-05-06T16:00:00,681a57b690422788183176b2,681a5a6090422788183176f6|681e69d3d464b5ea6ad9429b,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.05
Night Shift - 2025-05-23,2025-05-23T00:00:00,2025-05-23T08:00:00,681a57199042278818317694,67cf4b8235b8ba51b0af1285,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.84
Evening Shift - 2025-05-12,2025-05-12T16:00:00,2025-05-13T00:00:00,681a57e490422788183176b8,67f4401489b1fc291c612c91|681e6930d464b5ea6ad94260,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.41
Evening Shift - 2025-05-23,2025-05-23T16:00:00,2025-05-24T00:00:00,681a8978d13b7e8433e574a9|67f43ff589b1fc291c612c8b|681a57e490422788183176b8,681e6946d464b5ea6ad94266|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.89
Night Shift - 2025-05-26,2025-05-26T00:00:00,2025-05-26T08:00:00,681a512190a1818ffb8fd382|681a515d90a1818ffb8fd38e,67f4402f89b1fc291c612c97,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.78
Evening Shift - 2025-05-09,2025-05-09T16:00:00,2025-05-10T00:00:00,67f4546589b1fc291c613160,67f4401489b1fc291c612c91|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.2
Morning Shift - 2025-05-23,2025-05-23T08:00:00,2025-05-23T16:00:00,681a524690a1818ffb8fd3a4,67ff8a6715b50eb09c14b762|681e69a9d464b5ea6ad9427c|681e697bd464b5ea6ad94272,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.85
Evening Shift - 2025-05-07,2025-05-07T16:00:00,2025-05-08T00:00:00,681a8978d13b7e8433e574a9,681e68edd464b5ea6ad9423b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.43
Morning Shift - 2025-05-05,2025-05-05T08:00:00,2025-05-05T16:00:00,681a515d90a1818ffb8fd38e|67ff7abe42fc75d02c9372ed|681a57199042278818317694,681e6946d464b5ea6ad94266,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,2.39
Night Shift - 2025-05-14,2025-05-14T00:00:00,2025-05-14T08:00:00,681a517490a1818ffb8fd392,681e6946d464b5ea6ad94266|681e6994d464b5ea6ad94276|67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,2.29
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,67ff7abe42fc75d02c9372ed|681a579090422788183176aa,681a5a6090422788183176f6|67cf4b8235b8ba51b0af1285|681e69d3d464b5ea6ad9429b,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.34
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,681a53599042278818317651|681a57b690422788183176b2,681e6930d464b5ea6ad94260|681e69d3d464b5ea6ad9429b|67f4401489b1fc291c612c91,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.17
Night Shift - 2025-05-05,2025-05-05T00:00:00,2025-05-05T08:00:00,681a58cd90422788183176d4|681a57e490422788183176b8,67ff8a6715b50eb09c14b762|681e6930d464b5ea6ad94260|681e69d3d464b5ea6ad9429b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.59
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,681a56eb904227881831768e|67f43cf889b1fc291c612c53|67cf4b3435b8ba51b0af1282,67f4401489b1fc291c612c91,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.98
Morning Shift - 2025-05-15,2025-05-15T08:00:00,2025-05-15T16:00:00,67f4546589b1fc291c613160,681a5ad29042278818317702,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.38
Night Shift - 2025-05-19,2025-05-19T00:00:00,2025-05-19T08:00:00,681a58cd90422788183176d4|681a57b690422788183176b2,681e6946d464b5ea6ad94266|681e68edd464b5ea6ad9423b,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.7
Evening Shift - 2025-05-16,2025-05-16T16:00:00,2025-05-17T00:00:00,681a57199042278818317694|67f43cf889b1fc291c612c53,67f4401489b1fc291c612c91,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.88
Evening Shift - 2025-05-01,2025-05-01T16:00:00,2025-05-02T00:00:00,681a57fd90422788183176be,67cf4b8235b8ba51b0af1285|681e68edd464b5ea6ad9423b|67ff7b8b42fc75d02c937309,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.78
Evening Shift - 2025-05-01,2025-05-01T16:00:00,2025-05-02T00:00:00,681a512190a1818ffb8fd382,681e6930d464b5ea6ad94260,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.32
Night Shift - 2025-05-03,2025-05-03T00:00:00,2025-05-03T08:00:00,681a8935d13b7e8433e574a1,681e6907d464b5ea6ad94241|681a5ad29042278818317702,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.31
Night Shift - 2025-05-09,2025-05-09T00:00:00,2025-05-09T08:00:00,67cf4b3435b8ba51b0af1282|681a579090422788183176aa|681a57199042278818317694,67cf4b8235b8ba51b0af1285|681a5ad29042278818317702|681e6930d464b5ea6ad94260,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.8
Morning Shift - 2025-05-20,2025-05-20T08:00:00,2025-05-20T16:00:00,681a514390a1818ffb8fd388|681a8935d13b7e8433e574a1,681e689ad464b5ea6ad94227|681e6994d464b5ea6ad94276,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.3
Evening Shift - 2025-05-11,2025-05-11T16:00:00,2025-05-12T00:00:00,681a57199042278818317694|681a58cd90422788183176d4|67f43cf889b1fc291c612c53,681a5a6090422788183176f6|681e695dd464b5ea6ad9426c|681e69d3d464b5ea6ad9429b,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,4.16
Evening Shift - 2025-05-22,2025-05-22T16:00:00,2025-05-23T00:00:00,681a57b690422788183176b2|67cf4b3435b8ba51b0af1282,681e69a9d464b5ea6ad9427c|67f4402f89b1fc291c612c97,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.14
Evening Shift - 2025-05-28,2025-05-28T16:00:00,2025-05-29T00:00:00,681a577590422788183176a6|681a575690422788183176a0|681a57fd90422788183176be,681e695dd464b5ea6ad9426c,Evening,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.97
Night Shift - 2025-05-02,2025-05-02T00:00:00,2025-05-02T08:00:00,681a512190a1818ffb8fd382|681a56eb904227881831768e|67cf4b3435b8ba51b0af1282,681e6946d464b5ea6ad94266|681a5ad29042278818317702,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,1.56
Morning Shift - 2025-05-09,2025-05-09T08:00:00,2025-05-09T16:00:00,67f4546589b1fc291c613160,681a5ad29042278818317702,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,2.28
Evening Shift - 2025-05-14,2025-05-14T16:00:00,2025-05-15T00:00:00,681a57199042278818317694|681a58cd90422788183176d4|681a577590422788183176a6,681e6930d464b5ea6ad94260|681e68edd464b5ea6ad9423b|681a5ad29042278818317702,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,2.64
Morning Shift - 2025-05-28,2025-05-28T08:00:00,2025-05-28T16:00:00,681a577590422788183176a6|681a512190a1818ffb8fd382|681a57199042278818317694,681e695dd464b5ea6ad9426c,Morning,Auto-generated event for training,67c6383e777903bd129b7eef,3.9
Morning Shift - 2025-05-12,2025-05-12T08:00:00,2025-05-12T16:00:00,681a8935d13b7e8433e574a1,681e69a9d464b5ea6ad9427c|681e6930d464b5ea6ad94260|67ff8a6715b50eb09c14b762,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,3.96
Morning Shift - 2025-05-13,2025-05-13T08:00:00,2025-05-13T16:00:00,681a517490a1818ffb8fd392|67f43ff589b1fc291c612c8b,681e6994d464b5ea6ad94276,Morning,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.76
Night Shift - 2025-05-18,2025-05-18T00:00:00,2025-05-18T08:00:00,67ff7abe42fc75d02c9372ed|67cf4b3435b8ba51b0af1282|681a57b690422788183176b2,681a5ad29042278818317702,Night,Auto-generated event for training,6804fdf4aa4bf729f8a0e2d5,4.0
Night Shift - 2025-05-13,2025-05-13T00:00:00,2025-05-13T08:00:00,681a53599042278818317651|67f43ff589b1fc291c612c8b,681e6946d464b5ea6ad94266|681a5ad29042278818317702,Night,Auto-generated event for training,67c6383e777903bd129b7eef,1.42
Evening Shift - 2025-05-13,2025-05-13T16:00:00,2025-05-14T00:00:00,681a515d90a1818ffb8fd38e|681a577590422788183176a6,67cf4b8235b8ba51b0af1285|67f4402f89b1fc291c612c97|681e6946d464b5ea6ad94266,Evening,Auto-generated event for training,67c6383e777903bd129b7eef,1.01
